Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10
215.4114455,197.8273736,195.2766087,206.7602912,221.6334991,225.2133218,191.5712342,194.7475783,211.8324133,194.7528574
