Historical_N,Num_Stages,alpha,mu,bound,capacity,c_t,h_t,b_t,b_T,epsilon_N,Train_Average_Cost,Test_Average_Cost,Time,Date
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.05011872336272725,206.452749154674,208.25381227311468,0.3287086486816406,2024-12-26 13:36:25
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.06309573444801933,206.5349155779935,208.22827234075694,0.32756948471069336,2024-12-26 13:36:35
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.07943282347242818,206.6383732305457,208.19834812109895,0.3315558433532715,2024-12-26 13:36:45
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.1,206.7686380863552,208.16144726236627,0.3546438217163086,2024-12-26 13:36:55
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.12589254117941676,206.9326668856588,208.12410641479298,0.3304154872894287,2024-12-26 13:37:05
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.15848931924611143,207.139226025511,208.08638173778914,0.3293023109436035,2024-12-26 13:37:15
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.19952623149688808,207.3993689059113,208.05054065062203,0.33269739151000977,2024-12-26 13:37:25
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.25118864315095824,207.72702137370166,208.02528703343836,0.35736560821533203,2024-12-26 13:37:35
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.31622776601683794,208.13973683799531,208.024049339246,0.33095788955688477,2024-12-26 13:37:45
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.3981071705534973,208.6596386675242,208.06120302826378,0.3290684223175049,2024-12-26 13:37:55
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.5011872336272725,209.31472986474606,208.16701966487193,0.3298330307006836,2024-12-26 13:38:05
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.6309573444801936,210.14033352753574,208.37867171875396,0.35890936851501465,2024-12-26 13:38:15
50,10,0.25,200,20,260,0.1,0.02,0.2,2,0.7943282347242822,211.1810328333515,208.7450144119122,0.32909202575683594,2024-12-26 13:38:25
50,10,0.25,200,20,260,0.1,0.02,0.2,2,1.0,212.49278664807238,209.29932735421153,0.33186936378479004,2024-12-26 13:38:35
50,10,0.25,200,20,260,0.1,0.02,0.2,2,1.2589254117941675,214.14698268849045,210.091635959484,0.3310554027557373,2024-12-26 13:38:45
50,10,0.25,200,20,260,0.1,0.02,0.2,2,1.584893192461114,216.23285472661078,211.17367815986762,0.3581087589263916,2024-12-26 13:38:55
50,10,0.25,200,20,260,0.1,0.02,0.2,2,1.9952623149688808,218.86052618036422,212.57904698567327,0.3353714942932129,2024-12-26 13:39:05
50,10,0.25,200,20,260,0.1,0.02,0.2,2,2.5118864315095824,222.16672485697538,214.39216498544883,0.3335580825805664,2024-12-26 13:39:15
50,10,0.25,200,20,260,0.1,0.02,0.2,2,3.1622776601683795,226.30469101842925,216.75487486152517,0.3356935977935791,2024-12-26 13:39:25
50,10,0.25,200,20,260,0.1,0.02,0.2,2,3.981071705534973,231.4117117896031,219.85824091675534,0.361802339553833,2024-12-26 13:39:35
50,10,0.25,200,20,260,0.1,0.02,0.2,2,5.011872336272725,237.58275703697475,223.88429385460594,0.33326244354248047,2024-12-26 13:39:45
50,10,0.25,200,20,260,0.1,0.02,0.2,2,6.309573444801936,244.66100587823163,229.47938674169387,0.33533596992492676,2024-12-26 13:39:55
50,10,0.25,200,20,260,0.1,0.02,0.2,2,7.943282347242821,252.16914080366126,235.8120579813969,0.32859373092651367,2024-12-26 13:40:05
50,10,0.25,200,20,260,0.1,0.02,0.2,2,10.0,260.2991625325657,242.02400468875425,0.3449418544769287,2024-12-26 13:40:15
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.001,206.55765042621852,207.67659886346843,0.45259594917297363,2024-12-26 13:40:29
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.0012589254117941675,206.55928828146543,207.67618717099714,0.4529855251312256,2024-12-26 13:40:43
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.001584893192461114,206.56135022480242,207.67567000873578,0.44987034797668457,2024-12-26 13:40:56
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.001995262314968879,206.5639460667732,207.67502052984517,0.4569699764251709,2024-12-26 13:41:10
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.0025118864315095794,206.56721405262797,207.67420523718283,0.4491746425628662,2024-12-26 13:41:24
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.0031622776601683794,206.57132822594042,207.67318281916474,0.46181416511535645,2024-12-26 13:41:37
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.003981071705534973,206.57650769952585,207.67190386148397,0.4493753910064697,2024-12-26 13:41:51
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.005011872336272725,206.58302832790133,207.670303467145,0.4557228088378906,2024-12-26 13:42:05
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.00630957344480193,206.59123741167608,207.66830449816342,0.45065808296203613,2024-12-26 13:42:18
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.007943282347242814,206.6015722050071,207.6658122057303,0.4557499885559082,2024-12-26 13:42:32
