Historical_N,omega,epsilon_N,Train_Cost,Test_Cost,Service_Level,Time
100,0.8,0.01,206.3168549,210.0290586066667,85.85456666666667,2.048976357833333
100,0.8,0.031622777,206.45247973333332,209.91857186000001,86.13536666666666,2.0535739501666663
100,0.8,0.1,206.8837722066667,209.60170565666667,86.98563333333331,2.0553948561000004
100,0.8,0.316227766,208.24030126333335,208.9267492766667,89.46603333333336,2.025796699566667
100,0.8,1.0,212.41068670333334,209.0572616,94.71966666666667,1.7612661202333333
100,0.8,3.16227766,225.90776045333334,215.5906275333333,99.11930000000001,1.4662917694333335
100,0.8,10.0,264.73492586333333,249.74578466000003,99.80993333333332,1.4579746008
100,0.9,0.0,205.18681679000002,250.6012491766667,73.88323333333334,1.4941304365333334
100,0.9,0.001,205.19300518666668,252.67291942666668,73.65833333333333,1.4639106829999997
100,0.9,0.003162278,205.2063869966667,249.9203053766667,73.83449999999999,1.4281263113333336
100,0.9,0.01,205.24870516666667,245.39078729999997,74.6386666666667,1.4449734449333334
100,0.9,0.031622777,205.38254329,250.32552108000002,74.02883333333332,1.4256328264
100,0.9,0.1,205.80594951666666,244.94226694000002,75.29746666666666,1.4677346864666667
100,0.9,0.316227766,207.14658488666663,246.1809307033333,76.63616666666667,1.4371184031666664
100,0.9,1.0,211.40325001000002,234.50250710000006,82.23513333333334,1.5615524530333331
100,0.9,3.16227766,225.03793926666665,229.13231506999998,90.6176,1.4589527606666663
100,0.9,10.0,268.50395762,251.4902688766667,99.90353333333333,1.4377258221666664
