Historical_N,omega,epsilon_N,simulation_id,n_estimators,max_depth,Pred_MSE,Train_Cost,Test_Cost,Service_Level,Time
25,0.0,0.003162278,24,20,10,0.0,208.2777563,208.451716,90.618,0.277590036
25,0.0,0.003162278,25,20,15,0.0,204.6301879,209.0776889,84.96,0.276761293
25,0.0,0.003162278,26,10,15,0.0,205.8328145,211.2984325,86.288,0.276839733
25,0.0,0.003162278,27,50,10,0.0,204.1191037,219.4182514,74.779,0.27725029
25,0.0,0.003162278,28,150,10,0.0,207.7442871,208.1729598,90.894,0.280951262
25,0.0,0.003162278,29,50,5,0.0,204.8688034,210.8152988,88.426,0.278187513
25,0.0,0.01,0,100,5,0.0,203.704102,211.6187688,78.447,0.27616477
25,0.0,0.01,1,10,10,0.0,206.4506837,208.4852333,91.791,0.275853157
25,0.0,0.01,2,40,15,0.0,204.3350037,213.8430706,82.342,0.2777946
25,0.0,0.01,3,50,15,0.0,202.7794249,212.0439506,82.647,0.277704954
25,0.0,0.01,4,10,5,0.0,208.5087245,207.8427917,93.275,0.278231621
25,0.0,0.01,5,100,15,0.0,204.7207212,209.776837,83.962,0.279760838
25,0.0,0.01,6,100,15,0.0,207.2954241,211.298266,89.23,0.279804468
25,0.0,0.01,7,150,10,0.0,203.0600428,211.0070655,82.388,0.279135227
25,0.0,0.01,8,150,10,0.0,207.9484455,210.4558277,90.717,0.278541803
25,0.0,0.01,9,20,15,0.0,205.5830757,207.9891897,87.76,0.278064489
25,0.0,0.01,10,100,10,0.0,207.3979653,208.8980545,90.746,0.280324936
25,0.0,0.01,11,50,5,0.0,204.3068977,213.4416917,82.249,0.27876544
25,0.0,0.01,12,30,10,0.0,205.3158207,209.8691542,88.513,0.278355122
25,0.0,0.01,13,50,15,0.0,204.3446874,211.8050679,84.543,0.279775858
25,0.0,0.01,14,30,5,0.0,205.0997055,210.2368722,85.212,0.279512405
25,0.0,0.01,15,150,5,0.0,209.1819352,208.1846281,90.829,0.279122591
25,0.0,0.01,16,150,5,0.0,206.940522,208.4541672,89.423,0.277293921
25,0.0,0.01,17,50,15,0.0,204.4164187,209.8114012,84.213,0.276328087
25,0.0,0.01,18,20,5,0.0,203.8127804,213.8504713,83.706,0.277796507
25,0.0,0.01,19,150,15,0.0,204.1957052,209.2690303,82.602,0.276362181
25,0.0,0.01,20,30,5,0.0,205.1281564,209.0759044,87.876,0.276900053
25,0.0,0.01,21,100,15,0.0,203.0479365,210.9089845,82.498,0.275165319
25,0.0,0.01,22,100,15,0.0,204.5207059,208.1991665,86.223,0.27623868
25,0.0,0.01,23,40,5,0.0,204.5547417,210.6721829,85.633,0.276218653
25,0.0,0.01,24,10,5,0.0,208.3208978,208.4407228,90.692,0.27708149
25,0.0,0.01,25,20,10,0.0,204.6736437,209.0489335,85.053,0.278046608
25,0.0,0.01,26,10,5,0.0,205.8761322,211.2444302,86.388,0.278369904
25,0.0,0.01,27,50,5,0.0,204.1622205,219.3279971,74.866,0.276956081
25,0.0,0.01,28,50,5,0.0,207.7879263,208.1614429,90.948,0.279756546
25,0.0,0.01,29,20,15,0.0,204.9121444,210.7694721,88.503,0.277323484
25,0.0,0.031622777,0,150,15,0.0,203.8396887,211.4166337,78.768,0.276509762
25,0.0,0.031622777,1,10,15,0.0,206.586733,208.4721935,91.966,0.276412725
25,0.0,0.031622777,2,30,15,0.0,204.4723528,213.6023037,82.694,0.27696681
25,0.0,0.031622777,3,150,15,0.0,202.9182607,211.8710933,82.996,0.278538942
25,0.0,0.031622777,4,50,5,0.0,208.6462375,207.8699428,93.453,0.278022766
25,0.0,0.031622777,5,30,10,0.0,204.8566041,209.6550129,84.276,0.278868198
25,0.0,0.031622777,6,150,5,0.0,207.4330194,211.1254161,89.483,0.281036377
25,0.0,0.031622777,7,40,10,0.0,203.1983335,210.8508735,82.739,0.279227734
25,0.0,0.031622777,8,20,15,0.0,208.0843418,210.3180797,90.94,0.27912426
25,0.0,0.031622777,9,40,15,0.0,205.7212565,207.9188861,88.059,0.277993202
25,0.0,0.031622777,10,40,15,0.0,207.5357723,208.84877,90.969,0.282257318
25,0.0,0.031622777,11,50,5,0.0,204.4443388,213.2283635,82.562,0.277227879
25,0.0,0.031622777,12,50,10,0.0,205.4541465,209.7474589,88.784,0.279599428
25,0.0,0.031622777,13,150,15,0.0,204.4780363,211.627443,84.83,0.277454376
25,0.0,0.031622777,14,20,5,0.0,205.2373188,210.1339998,85.52,0.278991938
25,0.0,0.031622777,15,30,5,0.0,209.3191634,208.1852282,91.038,0.278600216
25,0.0,0.031622777,16,150,10,0.0,207.077289,208.3992786,89.673,0.276047945
25,0.0,0.031622777,17,40,5,0.0,204.5533892,209.7268337,84.471,0.27675128
25,0.0,0.031622777,18,10,5,0.0,203.9500361,213.6251449,84.003,0.277012587
25,0.0,0.031622777,19,50,5,0.0,204.3329942,209.1670754,82.909,0.279160023
25,0.0,0.031622777,20,20,15,0.0,205.2654808,209.0171173,88.174,0.277636528
25,0.0,0.031622777,21,100,15,0.0,203.1860925,210.7394094,82.808,0.274656773
25,0.0,0.031622777,22,40,10,0.0,204.6583174,208.1478793,86.489,0.276755571
25,0.0,0.031622777,23,10,5,0.0,204.6920147,210.5104223,85.952,0.276758432
25,0.0,0.031622777,24,20,10,0.0,208.4573349,208.409074,90.94,0.277971268
25,0.0,0.031622777,25,40,5,0.0,204.8110812,208.9615359,85.369,0.277643681
25,0.0,0.031622777,26,40,15,0.0,206.0131332,211.0778931,86.659,0.276648283
25,0.0,0.031622777,27,40,15,0.0,204.2985865,219.0464085,75.175,0.277563095
25,0.0,0.031622777,28,50,5,0.0,207.9260065,208.1241164,91.216,0.279167891
25,0.0,0.031622777,29,100,15,0.0,205.049219,210.6290706,88.763,0.277926207
25,0.0,0.1,0,40,10,0.0,204.2686606,210.8273872,79.781,0.277559042
25,0.0,0.1,1,40,10,0.0,207.0171417,208.4533051,92.548,0.27643013
25,0.0,0.1,2,10,15,0.0,204.9068781,212.8884609,83.738,0.277720451
25,0.0,0.1,3,50,10,0.0,203.3574909,211.3618178,83.917,0.278151751
25,0.0,0.1,4,20,10,0.0,209.081278,207.972665,94.038,0.278770685
25,0.0,0.1,5,20,10,0.0,205.2864848,209.3080225,85.188,0.278670073
25,0.0,0.1,6,50,15,0.0,207.8683253,210.6245126,90.285,0.279525995
25,0.0,0.1,7,10,5,0.0,203.6352723,210.6542197,83.492,0.278512955
25,0.0,0.1,8,50,15,0.0,208.5142698,209.9196116,91.68,0.278288126
25,0.0,0.1,9,20,15,0.0,206.1584139,207.7333938,88.956,0.281361341
25,0.0,0.1,10,20,15,0.0,207.9717449,208.7221278,91.665,0.282581329
25,0.0,0.1,11,30,5,0.0,204.8791542,212.5946663,83.551,0.278077602
25,0.0,0.1,12,50,15,0.0,205.8917758,209.400913,89.588,0.281285048
25,0.0,0.1,13,150,15,0.0,204.8995826,211.1021802,85.702,0.278345108
25,0.0,0.1,14,20,10,0.0,205.6725757,209.8425375,86.483,0.278325081
25,0.0,0.1,15,100,10,0.0,209.7532946,208.2059905,91.658,0.279018402
25,0.0,0.1,16,30,10,0.0,207.5099703,208.2578293,90.475,0.277878761
25,0.0,0.1,17,20,15,0.0,204.9867171,209.4907614,85.398,0.27664423
25,0.0,0.1,18,10,15,0.0,204.3842641,212.9522075,84.933,0.277038097
25,0.0,0.1,19,50,5,0.0,204.7672748,209.0888803,83.165,0.276798487
25,0.0,0.1,20,30,10,0.0,205.699909,208.8588311,89.126,0.27692318
25,0.0,0.1,21,150,5,0.0,203.6231712,210.2464117,83.762,0.276164055
25,0.0,0.1,22,100,10,0.0,205.0936742,208.0174219,87.381,0.276814699
25,0.0,0.1,23,10,10,0.0,205.126298,210.043742,86.902,0.277429581
25,0.0,0.1,24,10,15,0.0,208.8888853,208.3391598,91.582,0.277398109
25,0.0,0.1,25,30,10,0.0,205.2458791,208.7205236,86.273,0.277446747
25,0.0,0.1,26,40,15,0.0,206.4465529,210.5910505,87.493,0.277015686
25,0.0,0.1,27,20,5,0.0,204.7299999,218.192645,76.143,0.278231859
25,0.0,0.1,28,100,15,0.0,208.3628011,208.0393601,92.132,0.278354883
25,0.0,0.1,29,50,5,0.0,205.4828681,210.2274525,89.452,0.277426004
25,0.0,0.316227766,0,150,10,0.0,205.6271891,209.5032542,82.776,0.277968645
25,0.0,0.316227766,1,50,5,0.0,208.3800441,208.5898061,94.033,0.277019501
25,0.0,0.316227766,2,40,5,0.0,206.2829539,211.0591734,86.817,0.278213739
25,0.0,0.316227766,3,10,5,0.0,204.7485045,210.1223335,86.724,0.277180195
25,0.0,0.316227766,4,10,15,0.0,210.4588598,208.4220361,95.48,0.278711796
25,0.0,0.316227766,5,50,10,0.0,206.6476653,208.6025731,87.737,0.278664112
25,0.0,0.316227766,6,40,15,0.0,209.2468027,209.4689622,92.548,0.281933784
25,0.0,0.316227766,7,150,15,0.0,205.0138002,209.6294041,86.559,0.277641058
25,0.0,0.316227766,8,10,15,0.0,209.8756854,209.0601217,93.731,0.279456377
25,0.0,0.316227766,9,30,5,0.0,207.5427437,207.5032273,91.547,0.279242754
25,0.0,0.316227766,10,20,15,0.0,209.3523006,208.5878211,93.488,0.280434608
25,0.0,0.316227766,11,150,5,0.0,206.2560498,210.9693336,86.487,0.277904987
25,0.0,0.316227766,12,100,5,0.0,207.2776808,208.6590334,92.002,0.281394958
25,0.0,0.316227766,13,150,15,0.0,206.2255619,210.4363101,88.476,0.278497458
25,0.0,0.316227766,14,20,10,0.0,207.0502506,209.2042506,89.252,0.279721022
25,0.0,0.316227766,15,30,5,0.0,211.1283221,208.4168375,93.492,0.278150797
25,0.0,0.316227766,16,150,5,0.0,208.8800782,208.0469971,92.559,0.276582718
25,0.0,0.316227766,17,20,5,0.0,206.3547539,209.4104852,87.067,0.27763629
25,0.0,0.316227766,18,10,10,0.0,205.7593745,211.2106508,87.761,0.277278185
25,0.0,0.316227766,19,20,5,0.0,206.1424755,208.4532757,86.05,0.277479649
25,0.0,0.316227766,20,20,10,0.0,207.0749788,208.6028407,91.935,0.276666641
25,0.0,0.316227766,21,40,10,0.0,205.0040824,209.197207,86.699,0.276367188
25,0.0,0.316227766,22,10,15,0.0,206.4723046,207.8924949,89.91,0.276448488
25,0.0,0.316227766,23,10,15,0.0,206.5015048,208.971841,89.626,0.276721001
25,0.0,0.316227766,24,30,5,0.0,210.2532551,208.4294996,93.282,0.278156519
25,0.0,0.316227766,25,100,15,0.0,206.622694,208.2756199,88.812,0.278247118
25,0.0,0.316227766,26,40,15,0.0,207.8189944,209.4293918,89.991,0.277261972
25,0.0,0.316227766,27,30,15,0.0,206.0961166,215.8381665,79.033,0.27995944
25,0.0,0.316227766,28,30,5,0.0,209.7458126,207.9861711,94.006,0.280369043
25,0.0,0.316227766,29,40,15,0.0,206.8560027,209.3153489,91.576,0.275202751
25,0.0,1.0,0,150,5,0.0,209.9424826,208.7098224,90.345,0.277317286
25,0.0,1.0,1,40,10,0.0,212.7083056,210.1968125,96.621,0.276681662
25,0.0,1.0,2,40,5,0.0,210.6575458,208.7655268,94.475,0.278836966
25,0.0,1.0,3,40,5,0.0,209.1620767,209.5594545,92.906,0.280278206
25,0.0,1.0,4,150,15,0.0,214.8341177,210.512757,98.002,0.277590275
25,0.0,1.0,5,50,10,0.0,210.9704353,208.7287961,93.817,0.277096748
25,0.0,1.0,6,50,15,0.0,213.6346048,209.0675509,97.128,0.28053689
25,0.0,1.0,7,20,10,0.0,209.3721895,209.2581738,93.066,0.281656504
25,0.0,1.0,8,10,15,0.0,214.1998478,209.0913893,97.905,0.280441523
25,0.0,1.0,9,20,10,0.0,211.9388739,208.8312836,96.35,0.28033185
25,0.0,1.0,10,10,15,0.0,213.7375928,209.7378503,97.054,0.281112432
25,0.0,1.0,11,10,5,0.0,210.631164,209.0740178,93.138,0.280342102
25,0.0,1.0,12,150,5,0.0,211.6739122,209.4676869,95.966,0.284421206
25,0.0,1.0,13,10,15,0.0,210.3630401,210.0308161,93.134,0.279524803
25,0.0,1.0,14,20,15,0.0,211.4273713,209.3855189,95.208,0.279099464
25,0.0,1.0,15,10,15,0.0,215.4969741,210.0368379,97.231,0.279696226
25,0.0,1.0,16,10,5,0.0,213.2232853,209.3607205,97.163,0.279428959
25,0.0,1.0,17,30,15,0.0,210.6211349,209.6886172,92.365,0.279154778
25,0.0,1.0,18,50,5,0.0,210.1269311,209.1019499,94.18,0.277444839
25,0.0,1.0,19,20,15,0.0,210.5102259,208.833084,92.619,0.278197527
25,0.0,1.0,20,30,5,0.0,211.4448405,209.6650491,97.206,0.27696991
25,0.0,1.0,21,40,15,0.0,209.3281952,208.5999314,91.586,0.277234077
25,0.0,1.0,22,150,5,0.0,210.8529566,209.2157121,94.943,0.277175426
25,0.0,1.0,23,150,15,0.0,210.871367,208.537525,95.804,0.277287245
25,0.0,1.0,24,10,10,0.0,214.5710225,209.751472,96.682,0.278347969
25,0.0,1.0,25,20,5,0.0,211.0003704,209.0650035,94.357,0.279031277
25,0.0,1.0,26,20,15,0.0,212.1775942,208.739111,95.657,0.277522564
25,0.0,1.0,27,40,10,0.0,210.4351127,211.6610942,86.839,0.279464245
25,0.0,1.0,28,30,10,0.0,214.1382096,209.4948687,97.671,0.280593634
25,0.0,1.0,29,10,5,0.0,211.221359,209.109993,96.094,0.278672457
25,0.0,3.16227766,0,100,15,0.0,223.7741661,215.4347098,97.799,0.278364897
25,0.0,3.16227766,1,50,10,0.0,226.5773638,217.3941128,99.713,0.277956009
25,0.0,3.16227766,2,150,5,0.0,224.3146959,215.0974591,98.601,0.278875589
25,0.0,3.16227766,3,40,10,0.0,222.4484708,217.2157353,96.161,0.280303717
25,0.0,3.16227766,4,10,5,0.0,228.7564399,217.9260528,99.458,0.278045654
25,0.0,3.16227766,5,100,5,0.0,224.551419,215.6855052,98.953,0.278388262
25,0.0,3.16227766,6,20,15,0.0,227.6414831,216.2634673,98.849,0.281314611
25,0.0,3.16227766,7,150,10,0.0,222.5493339,216.0303503,96.357,0.283372164
25,0.0,3.16227766,8,100,15,0.0,227.7403522,216.4316919,99.479,0.279528379
25,0.0,3.16227766,9,20,5,0.0,225.3218266,217.1463207,99.164,0.281273603
25,0.0,3.16227766,10,100,15,0.0,227.0016092,218.0864169,98.934,0.282685757
25,0.0,3.16227766,11,40,15,0.0,224.4214213,214.7090163,96.282,0.281092882
25,0.0,3.16227766,12,40,5,0.0,224.0615446,218.5289865,96.993,0.282451153
25,0.0,3.16227766,13,40,10,0.0,223.090755,216.2197193,97.482,0.281110048
25,0.0,3.16227766,14,20,5,0.0,225.2638506,216.6646425,99.18,0.28066349
25,0.0,3.16227766,15,150,15,0.0,229.3593393,217.9126656,99.365,0.282478333
25,0.0,3.16227766,16,150,15,0.0,226.908614,217.0744253,99.648,0.278031349
25,0.0,3.16227766,17,30,10,0.0,224.0450744,216.131456,98.538,0.278107166
25,0.0,3.16227766,18,150,10,0.0,223.9348851,215.0737162,98.908,0.279017448
25,0.0,3.16227766,19,100,5,0.0,223.3165672,216.2447676,93.477,0.27850461
25,0.0,3.16227766,20,150,5,0.0,225.4525815,217.0251199,99.806,0.278986692
25,0.0,3.16227766,21,150,15,0.0,222.4665406,214.8017229,95.493,0.277235508
25,0.0,3.16227766,22,150,10,0.0,224.6094475,216.2356729,98.733,0.278839588
25,0.0,3.16227766,23,100,10,0.0,224.3410184,216.6691712,97.306,0.277937174
25,0.0,3.16227766,24,10,5,0.0,228.3490357,217.0601375,99.186,0.280366421
25,0.0,3.16227766,25,10,10,0.0,224.8604236,216.4679648,98.28,0.280064106
25,0.0,3.16227766,26,100,15,0.0,226.027269,215.7654158,99.782,0.279194355
25,0.0,3.16227766,27,150,15,0.0,224.3264978,214.7992664,98.14,0.280688763
25,0.0,3.16227766,28,40,10,0.0,227.8203447,219.0643101,99.286,0.280696154
25,0.0,3.16227766,29,10,5,0.0,225.018429,216.2697169,98.539,0.280151844
25,0.0,10.0,0,150,15,0.0,261.3311468,236.1954497,97.34,0.275710106
25,0.0,10.0,1,30,5,0.0,266.3147811,242.6455132,99.188,0.276337624
25,0.0,10.0,2,20,10,0.0,249.8657856,236.5886944,98.357,0.274233103
25,0.0,10.0,3,20,10,0.0,255.6212555,239.4855738,98.372,0.276508093
25,0.0,10.0,4,30,15,0.0,264.4219559,248.7241795,99.883,0.277732849
25,0.0,10.0,5,50,10,0.0,260.5488623,240.1340657,99.729,0.277883291
25,0.0,10.0,6,100,5,0.0,265.8832894,246.1418124,99.892,0.280047655
25,0.0,10.0,7,40,15,0.0,251.2764715,235.5378288,98.319,0.276346207
25,0.0,10.0,8,10,5,0.0,262.563437,243.3352327,99.5,0.278324604
25,0.0,10.0,9,150,15,0.0,258.3160354,238.7320478,99.048,0.277111769
25,0.0,10.0,10,10,10,0.0,257.8537196,238.7384343,99.159,0.278209686
25,0.0,10.0,11,150,10,0.0,256.5293135,238.1146606,98.344,0.27747488
25,0.0,10.0,12,30,15,0.0,254.8359684,238.6125296,99.31,0.279309034
25,0.0,10.0,13,50,10,0.0,251.5379407,237.0726824,98.768,0.278021812
25,0.0,10.0,14,10,5,0.0,257.3984814,240.0261985,99.513,0.276368618
25,0.0,10.0,15,50,5,0.0,259.3747853,248.2280462,99.877,0.276702642
25,0.0,10.0,16,150,15,0.0,263.833407,245.2135382,99.884,0.275393963
25,0.0,10.0,17,50,15,0.0,258.8968815,242.1535606,98.451,0.275666714
25,0.0,10.0,18,20,15,0.0,259.1297351,240.7922764,99.647,0.277190924
25,0.0,10.0,19,30,10,0.0,253.0050392,235.4426493,97.364,0.274782896
25,0.0,10.0,20,40,5,0.0,263.5921627,240.2896344,99.19,0.275771141
25,0.0,10.0,21,100,15,0.0,253.6941105,235.4594987,97.889,0.274838686
25,0.0,10.0,22,50,10,0.0,258.4397817,241.049489,99.407,0.275882483
25,0.0,10.0,23,50,5,0.0,257.0867751,239.5802651,99.011,0.27565074
25,0.0,10.0,24,50,10,0.0,259.1565276,245.0260497,99.592,0.275048018
25,0.0,10.0,25,20,10,0.0,259.2839061,236.9619717,99.217,0.276115656
25,0.0,10.0,26,40,5,0.0,259.2326987,242.7482389,99.82,0.278416634
25,0.0,10.0,27,100,5,0.0,258.7236554,238.9831327,98.724,0.277119398
25,0.0,10.0,28,100,10,0.0,260.7017129,243.5137735,99.472,0.27891469
25,0.0,10.0,29,10,15,0.0,258.9077075,237.733002,99.258,0.276190042
25,0.1,0.0,0,100,15,59.22802555,202.5742689,213.2941051,77.741,0.923664331
25,0.1,0.0,1,20,10,66.58854045,206.1283186,208.6401808,92.718,0.674876928
25,0.1,0.0,2,100,10,69.34482526,204.1139484,215.8968803,82.674,0.899977446
25,0.1,0.0,3,20,5,42.56222155,202.4488541,212.874351,82.771,0.666944504
25,0.1,0.0,4,10,5,78.5116976,207.5426407,208.7432569,91.966,0.617182493
25,0.1,0.0,5,20,15,58.77722178,204.442139,209.6241882,83.739,0.666746855
25,0.1,0.0,6,10,5,87.38535411,206.9085531,210.7402274,89.29,0.619151354
25,0.1,0.0,7,10,10,77.75971059,202.9150265,211.4382458,79.678,0.615514994
25,0.1,0.0,8,100,15,83.18030835,207.4268263,209.6484221,91.021,0.90282774
25,0.1,0.0,9,100,10,68.86367291,204.8859877,208.954556,87.051,0.909363031
25,0.1,0.0,10,10,15,76.81681464,206.5479178,209.9324969,89.949,0.610608578
25,0.1,0.0,11,100,5,42.45187325,203.9386974,212.6919771,81.803,0.90106678
25,0.1,0.0,12,10,10,62.43153444,204.6917333,213.9839029,87.166,0.621410608
25,0.1,0.0,13,100,5,106.7632479,204.2827588,209.7192833,86.245,0.899471283
25,0.1,0.0,14,100,15,108.0182207,204.3384497,210.7795598,84.438,0.91762042
25,0.1,0.0,15,100,15,92.44901248,208.2253798,207.9656809,91.054,0.888751507
25,0.1,0.0,16,10,5,71.20662872,206.3295733,207.3963235,90.086,0.626800299
25,0.1,0.0,17,100,5,53.04351785,203.5620706,209.9236775,82.763,0.911545038
25,0.1,0.0,18,10,5,93.09815484,203.3940141,216.6292975,82.537,0.614266396
25,0.1,0.0,19,100,10,73.75552131,203.2325305,212.1221736,81.311,0.893244505
25,0.1,0.0,20,100,5,30.95089148,204.6427103,208.5900005,87.613,0.946177959
25,0.1,0.0,21,20,5,72.21934456,202.8939028,211.0191967,81.916,0.663561344
25,0.1,0.0,22,50,15,105.2901229,203.7775895,209.6603891,85.834,0.780367136
