Historical_N,epsilon_N,Original_Train,Original_Test,Hybrid_Train,Hybrid_Test,Original_Service_level,Hybrid_Service_level,Original_Time,Hybrid_Time
50,1.584893192461114,216.2328547266108,211.1736781598676,215.18915756690373,210.1993692911351,98.1511666666667,97.49193333333332,0.3266505082448324,0.8900510311126709
50,1.9952623149688808,218.86052618036425,212.5790469856733,217.80325319857337,211.51517624458856,98.66243333333333,98.3597,0.3270577112833658,0.8876289606094361
50,2.5118864315095824,222.16672485697535,214.39216498544883,221.1058887858184,213.2659636484972,99.06443333333333,98.90223333333336,0.327310053507487,0.885387643178304
50,3.1622776601683795,226.30469101842925,216.7548748615252,225.3865965394949,215.48774276910143,99.28256666666664,98.90493333333332,0.3279112656911214,0.890042773882548
50,3.981071705534973,231.4117117896031,219.8582409167553,230.6822470344051,218.28666393973344,99.32616666666668,99.41013333333332,0.3273930311203002,0.876566203435262
50,5.011872336272725,237.58275703697475,223.88429385460597,237.4062861536463,221.94426642378755,99.39066666666668,99.71926666666668,0.3268744786580403,0.8733364979426066
50,6.309573444801936,244.66100587823163,229.47938674169384,245.8662053890285,227.20722343538756,99.19969999999998,99.85826666666668,0.3243672053019206,0.8774031877517701
50,7.943282347242821,252.16914080366124,235.8120579813969,252.1096637301808,235.61865552667467,99.08433333333332,99.09873333333331,0.3196574529012044,1.0638803720474244
50,10.0,260.2991625325657,242.02400468875425,260.1933398348165,242.03760922922484,99.42343333333334,99.42419999999998,0.3169171333312988,1.06674173672994
100,0.0,206.55132487704915,207.67819484175885,206.06316928883845,207.92215058331865,89.72083333333333,89.40703333333335,0.8138593594233196,2.8787003914515177
100,0.001,206.5576504262185,207.67659886346843,206.0694887190319,207.91908097293856,89.7329,89.42043333333332,0.8327496290206909,2.874107003211975
100,0.0012589254117941,206.55928828146543,207.6761871709972,206.07112551690156,207.9182885680989,89.7355,89.42416666666666,0.8337913036346436,2.8536646525065104
100,0.0015848931924611,206.5613502248024,207.67567000873575,206.0731854931136,207.91729205271653,89.73996666666667,89.42843333333333,0.8306092659632365,2.85445130666097
100,0.0019952623149688,206.56394606677324,207.6750205298451,206.07577885862528,207.91603946401543,89.74499999999998,89.4335,0.8308297634124756,2.854820291201273
100,0.0025118864315095,206.567214052628,207.67420523718283,206.0790437268093,207.91446513562204,89.75136666666667,89.4409,0.829781174659729,2.856926862398784
100,0.0031622776601683,206.57132822594045,207.67318281916477,206.0831539752176,207.91248785374648,89.75999999999999,89.44970000000002,0.8342214743296306,2.858086268107096
100,0.0039810717055349,206.57650769952585,207.671903861484,206.08832956410808,207.9100007308915,89.77106666666667,89.46083333333334,0.8248133897781372,2.8754839181900023
100,0.0050118723362727,206.58302832790133,207.670303467145,206.09484290716944,207.90689013582835,89.78419999999998,89.4747,0.8339102983474731,2.85690811475118
100,0.0063095734448019,206.59123741167608,207.66830449816345,206.10281029338088,207.9029923698592,89.8017666666667,89.49043333333333,0.835643736521403,2.8308594942092897
100,0.0079432823472428,206.6015722050071,207.6658122057303,206.1131352272262,207.89811689187096,89.82213333333334,89.51126666666664,0.8371578454971313,2.8367428223292035
100,0.01,206.61458316771964,207.6627159801837,206.1259797093176,207.89201711344597,89.84856666666666,89.53723333333333,0.832942803700765,2.835108470916748
100,0.0125892541179416,206.6309633618848,207.65887943639484,206.14222214586732,207.88441203194344,89.87823333333334,89.57116666666666,0.83484415213267,2.790556669235229
100,0.0158489319246111,206.65158537923097,207.6541386288305,206.16282433520928,207.8749499798617,89.91763333333333,89.61193333333333,0.8345818042755127,2.784828186035156
100,0.0199526231496888,206.67754770424747,207.6481057314761,206.18876209095444,207.86337360933297,89.97003333333332,89.6614,0.8408885876337687,2.7997848192850747
100,0.0251188643150958,206.71023386471052,207.64100869083092,206.22141692816163,207.848960524586,90.03176666666667,89.7208,0.8378559192021687,2.7878400882085166
100,0.0316227766016837,206.75138592964777,207.63241408638928,206.26253033165605,207.8313767363785,90.10740000000004,89.8005,0.8286697467168173,2.7858054002126056
100,0.0398107170553497,206.80319728617903,207.62216767618935,206.3142908885736,207.8099431830041,90.20606666666669,89.9011333333333,0.8333221753438314,2.787909444173177
100,0.0501187233627272,206.8684297310713,207.61026513185377,206.3791530527949,207.78392958180905,90.33716666666668,90.03313333333332,0.8329433759053548,2.749325744311015
100,0.0630957344480193,206.9505621251741,207.5965604625348,206.46117431680025,207.7530440801892,90.4857333333333,90.18843333333334,0.8281159083048503,2.747575124104818
100,0.0794328234724281,207.05397577001244,207.581910551725,206.56447079474592,207.7169216663728,90.66886666666664,90.38573333333332,0.8372697273890177,2.768667284647624
100,0.1,207.18418951854585,207.56684806431855,206.6945605368265,207.6760584752998,90.9224,90.63263333333336,0.8374249696731567,2.74371456305186
100,0.1258925411794167,207.3481522625528,207.55318360983668,206.85115892115772,207.63034401913905,91.2188,90.93256666666666,0.832196847597758,2.645892167091369
100,0.1584893192461114,207.55462843625756,207.5444492871915,207.04346832152143,207.5821098507712,91.5709,91.30396666666668,0.8346066157023112,2.5753708918889364
100,0.199526231496888,207.81467585991336,207.54607806644688,207.28396141198596,207.5390185775009,92.0075,91.74536666666668,0.837451982498169,2.5008403301239013
100,0.2511886431509582,208.1422100846895,207.5651200710217,207.60219491623636,207.50192850214907,92.52613333333332,92.3022,0.8318302472432454,2.386391313870748
100,0.3162277660168379,208.55479149764057,207.61691509215547,208.0090954105268,207.4886815984646,93.13483333333332,92.93936666666669,0.8341980457305909,2.3391881863276165
100,0.3981071705534973,209.0745676285569,207.72036336648773,208.55705768862785,207.49800840080133,93.8505,92.43793333333332,0.8422589778900147,1.9605432907740277
100,0.5011872336272725,209.7295128668977,207.89870552392668,209.1234540537099,207.56800829834236,94.6887,93.14563333333334,0.828676430384318,1.772579582532247
100,0.6309573444801936,210.55495356348607,208.1864289467347,209.7668375860364,207.7281635023425,95.53716666666668,93.78793333333331,0.8400766054789225,1.612937076886495
100,0.7943282347242822,211.5956471642079,208.6216201737015,210.7078164348529,208.00455305262477,96.4364,94.75123333333332,0.8282405773798625,1.5340171575546264
100,1.0,212.90812345602424,209.2416392610016,211.97888477778412,208.4782691905041,97.28306666666664,95.94946666666664,0.8344351530075074,1.520054848988851
100,1.2589254117941675,214.56390978693943,210.08725474163,213.62025245851555,209.22010912775988,98.02653333333332,97.1266,0.8418665806452433,1.5204279581705729
100,1.584893192461114,216.65292030082333,211.1972207507617,215.68150445679345,210.2631613498179,98.58486666666668,98.009,0.8404576301574707,1.525353693962097
100,1.9952623149688808,219.2873110817085,212.6173659350074,218.3004024362754,211.6380573608952,98.98363333333332,98.64256666666664,0.8398800452550252,1.516083931922913
100,2.5118864315095824,222.60475652515623,214.4121590668128,221.7340324355088,213.39937616191415,99.2849,98.57436666666668,0.8369806289672852,1.4978256781895956
100,3.1622776601683795,226.7753026719803,216.72004765354512,225.90776045228228,215.59062753338893,99.52113333333332,99.1193,0.8391217152277629,1.4929154555002848
100,3.981071705534973,231.97962266277176,219.73394052547675,231.2192385381868,218.40123728028044,99.69633333333334,99.51983333333332,0.8430608193079631,1.495202914873759
100,5.011872336272725,238.3673354259467,223.6974044491945,237.967760368066,222.0230758733172,99.76093333333334,99.83793333333334,0.8365172068277995,1.5025636275609335
100,6.309573444801936,245.6955074752226,229.65821424877572,246.49644515025503,227.0067011775383,99.38003333333334,99.95496666666666,0.8468356847763061,1.499880599975586
100,7.943282347242821,253.2425114915796,236.24473961647536,256.2988331528915,233.8421960593061,99.2048,98.70076666666664,0.8198634306589763,1.5294893344243368
100,10.0,260.9612092638503,242.7137208141957,260.8871499721971,242.65561046417292,99.44906666666664,99.44346666666668,0.7983718395233155,2.153507916132609
